,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,wine_type
252,Blauer Spätburgunder 2015,Germany,Baden,Ziereisen,3.7,107,11.31,2015,tinto
253,Promontory 2013,United States,Napa Valley,Promontory,4.7,107,721.34,2013,tinto
254,Tempranillo - Merlot 2015,Spain,Ribera del Duero,Rolland & Galarreta 'R&G',3.7,107,13.95,2015,tinto
255,Sankt Laurent 2017,Austria,Burgenland,Umathum,3.6,107,13.2,2017,tinto
256,Gigondas 2017,France,Gigondas,M. Chapoutier,3.9,107,24.8,2017,tinto
257,Driopi Classic Agiorgitiko Nemea 2017,Greece,Nemea,Κτημα Τσελεπου (Ktima Tselepos),3.7,107,11.5,2017,tinto
258,Magna Malbec 2018,Argentina,San Juan,Callia,3.5,107,8.95,2018,tinto
259,Nero 2010,Italy,Salento,Conti Zecca,4.0,107,25.12,2010,tinto
260,Salice Salentino 2017,Italy,Salice Salentino,Epicuro,3.6,107,6.25,2017,tinto
261,Valpolicella Superiore 2014,Italy,Valpolicella,Rocca Sveva,3.7,107,15.84,2014,tinto
262,Gevrey-Chambertin 2015,France,Gevrey-Chambertin,Chanson,4.1,107,50.9,2015,tinto
263,Pago de los Balagueses Garnacha Tintorera - Merlot 2014,Spain,Valencia,Vegalfaro,3.8,107,16.9,2014,tinto
264,Barolo Liste 2013,Italy,Barolo,Borgogno,4.2,107,80.01,2013,tinto
265,Adrianna Vineyard Fortuna Terrae Malbec 2016,Argentina,Mendoza,Catena Zapata,4.6,107,89.9,2016,tinto
266,Malbec de Purcari 2018,Moldova,South Eastern,Château Purcari,4.1,107,11.98,2018,tinto
267,Esprit de Granit Saint-Joseph 2012,France,Saint-Joseph,Cave de Tain,4.0,107,27.93,2012,tinto
268,Bachgart Blauburgunder 2016,Italy,Südtirol - Alto Adige,Klaus Lentsch,3.8,107,19.9,2016,tinto
269,Crianza 2016,Spain,Rioja,Campo Viejo,3.5,1070,7.99,2016,tinto
270,Margaux de Brane (Margaux de Henri Lurton) 2014,France,Margaux,Château Brane-Cantenac,3.8,1070,34.2,2014,tinto
271,Shiraz 2017,South Africa,Swartland,Allesverloren,3.6,1070,10.9,2017,tinto
272,Rubesco Rosso di Torgiano 2016,Italy,Torgiano,Lungarotti,3.7,1071,9.8,2016,tinto
273,Yamhill Cuvée Pinot Noir 2014,United States,Willamette Valley,Domaine Serene,4.3,1071,59.0,2014,tinto
274,Gran Enemigo 2015,Argentina,Mendoza,El Enemigo,4.5,1072,62.39,2015,tinto
275,Macán Clásico 2015,Spain,Rioja,Benjamin de Rothschild - Vega Sicilia,4.3,1073,48.54,2015,tinto
276,Zinfandel 2016,United States,North Coast,Ghost Pines,3.9,1075,17.29,2016,tinto
277,Reserve Malbec 2016,Argentina,Tupungato,Sophenia,3.8,1076,13.09,2016,tinto
278,Saint-Estèphe 2011,France,Saint-Estèphe,Château de Pez,3.9,1077,36.9,2011,tinto
279,Rosso di Montalcino Leopoldo Franceschi 2014,Italy,Rosso di Montalcino,Tenuta Il Poggione,3.9,1077,21.34,2014,tinto
280,Saint-Estèphe (Grand Cru Classé) 2005,France,Saint-Estèphe,Château Lafon-Rochet,4.1,1077,79.95,2005,tinto
281,Diamond Collection Zinfandel (Red Label) 2016,United States,Napa Valley,Francis Ford Coppola,3.9,1078,21.39,2016,tinto
282,Overture N.V.,United States,Napa Valley,Opus One,4.4,10799,154.99,N.V.,tinto
283,Nèprica Cabernet Sauvignon 2018,Italy,Puglia,Tormaresca,3.5,108,8.33,2018,tinto
284,Veneto Rosso del Bepi 2010,Italy,Veneto,Quintarelli Giuseppe,4.4,108,115.92,2010,tinto
285,Taurasi 2015,Italy,Taurasi,Feudi di San Gregorio,4.1,108,17.45,2015,tinto
286,Tributo Carmenère 2018,Chile,Colchagua Valley,Caliterra,3.7,108,9.64,2018,tinto
287,Lalande-de-Pomerol 2014,France,Lalande-de-Pomerol,Château Les Hauts-Conseillants,4.0,108,20.37,2014,tinto
288,Coteaux Du Languedoc La Clape L'Hospitalitas 2015,France,La Clape,Gérard Bertrand,4.4,108,71.39,2015,tinto
289,Shiraz 2015,South Africa,Stellenbosch,Kaapzicht,4.0,108,15.55,2015,tinto
290,Gigondas Valbelle 2015,France,Gigondas,Château de Saint Cosme,4.3,108,49.95,2015,tinto
291,Primitivo di Manduria 2018,Italy,Primitivo di Manduria,Terre di Campo Sasso,4.1,108,8.28,2018,tinto
292,Redhill Pinotage 2017,South Africa,Stellenbosch,Simonsig,4.2,108,19.4,2017,tinto
293,Finca Dofí 2017,Spain,Priorat,Álvaro Palacios,4.4,108,69.95,2017,tinto
294,Unique Selection 2015,Chile,Colchagua Valley,Siegel,4.2,108,28.9,2015,tinto
295,Sud Malvasia Nera 2016,Italy,Salento,San Marzano,3.9,108,7.25,2016,tinto
296,Alboreto Nobile di Montepulciano 2016,Italy,Vino Nobile di Montepulciano,Talosa,3.9,108,14.13,2016,tinto
297,Tempranillo Reserva 2010,Spain,Rioja,Bodegas Amaren,4.2,108,34.9,2010,tinto
298,Bordeaux Supérieur 2017,France,Bordeaux Supérieur,Château Picon,3.5,108,7.35,2017,tinto
299,Valpolicella Valpantena 2017,Italy,Valpolicella Valpantena,Costa Arente,3.8,108,15.67,2017,tinto
300,Poggio Al Tufo Alicante 2015,Italy,Maremma Toscana,Tommasi,3.9,108,20.32,2015,tinto
301,Conde de Valdemar Reserva 2012,Spain,Rioja,Bodegas Valdemar,4.0,108,13.26,2012,tinto
302,Rondeur Appassimento 2018,France,Pays d'Oc,Domaine La Grange,4.2,108,9.37,2018,tinto
303,Zarihs Syrah 2016,Spain,Campo de Borja,Borsao,4.1,108,15.69,2016,tinto
304,Merlot Selección 2016,Spain,Extremadura,Coloma,4.0,108,11.95,2016,tinto
305,Tinto 2000,Spain,Castilla y León,Dehesa La Granja,4.1,108,35.0,2000,tinto
306,Siebeneich Merlot Riserva 2016,Italy,Südtirol - Alto Adige,Colterenzio (Schreckbichl),3.8,108,19.01,2016,tinto
307,Cabernet Sauvignon 2017,South Africa,Stellenbosch,Stark-Condé,3.8,108,11.99,2017,tinto
308,Amarone 2012,Italy,Amarone della Valpolicella,Musella,4.2,108,29.12,2012,tinto
309,Reserva 2012,Spain,Rioja,Ortega Ezquerro,3.9,108,13.95,2012,tinto
310,Palha Canas Tinto 2016,Portugal,Lisboa,Casa Santos Lima,3.6,108,8.9,2016,tinto
311,12 e Mezzo Primitivo del Salento 2017,Italy,Salento,Varvaglione,3.9,1080,7.25,2017,tinto
312,50 & 50 2013,Italy,Toscana,Capannelle,4.4,1081,112.0,2013,tinto
313,Cabernet Sauvignon de Purcari 2017,Moldova,South Eastern,Château Purcari,4.1,1082,12.98,2017,tinto
314,Ca'Marcanda Promis Toscana 2017,Italy,Toscana,Gaja,4.0,1083,30.9,2017,tinto
315,Cabernet Sauvignon - Merlot 2015,Spain,Somontano,Enate,3.6,1084,9.5,2015,tinto
316,Conde de Valdemar Gran Reserva 2008,Spain,Rioja,Bodegas Valdemar,4.0,1084,19.99,2008,tinto
317,Whole Berry Cabernet Sauvignon 2017,South Africa,Robertson,Springfield Estate,4.1,1084,16.75,2017,tinto
318,Clásico Garnacha 2018,Spain,Campo de Borja,Borsao,3.6,1085,5.99,2018,tinto
319,Sideral 2017,Chile,Cachapoal Valley,Altaïr,4.2,1085,21.45,2017,tinto
320,Charles Wetmore Cabernet Sauvignon 2014,United States,Livermore Valley,Wente,4.0,1086,21.1,2014,tinto
321,Saint-Estèphe 2012,France,Saint-Estèphe,Château de Pez,4.0,1089,33.9,2012,tinto
322,Gran Reserva Cabernet Sauvignon 2017,Chile,Maipo Valley,Carmen,3.8,1089,11.65,2017,tinto
323,Mentor Cabernet 2013,Australia,Barossa,Peter Lehmann,3.9,109,32.69,2013,tinto
324,Montagne-Saint-Émilion 2016,France,Montagne-Saint-Émilion,Clos de Bouard,4.0,109,27.2,2016,tinto
325,Les Cépages Cabernet Sauvignon 2018,France,Pays d'Oc,Baron Philippe de Rothschild,3.4,109,7.27,2018,tinto
326,L'Esprit Terroir La Clape 2015,France,La Clape,Château Rouquette Sur Mer,3.8,109,14.95,2015,tinto
327,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2015,France,Saint-Émilion Grand Cru,Château Belair-Monange,4.3,109,224.95,2015,tinto
328,Pinot Noir 2017,United States,Central Coast,Ryder Estate,3.7,109,16.72,2017,tinto
329,Malbec 2018,France,Comté Tolosan,Carmelle,3.7,109,6.45,2018,tinto
330,Merlot 2015,United States,Washington,Stimson Estate Cellars,3.6,109,8.29,2015,tinto
331,Blaufränkisch 2017,Austria,Burgenland,Krutzler,3.5,109,8.98,2017,tinto
332,I Sodi del Paretaio 2018,Italy,Chianti,Badia di Morrona,3.5,109,7.99,2018,tinto
333,Villa Blanche Syrah 2017,France,Pays d'Oc,Calmel & Joseph,3.8,109,7.4,2017,tinto
334,Arbossar 2016,Spain,Priorat,Terroir Al Límit Soc. Lda,4.0,109,60.0,2016,tinto
335,Amarone Della Valpolicella Marta Galli 2007,Italy,Amarone della Valpolicella,Le Ragose,4.3,109,59.9,2007,tinto
336,Vera Cruz Shiraz 2014,South Africa,Stellenbosch,Delheim,4.3,109,35.5,2014,tinto
337,Poggio d'Arna Toscana 2016,Italy,Toscana,Tenuta di Sesta,4.0,109,12.58,2016,tinto
338,Contador Rioja 2014,Spain,Rioja,Bodega Contador (Benjamín Romeo),4.6,109,328.95,2014,tinto
339,Fronsac 2015,France,Fronsac,Château Moulin Haut-Laroque,4.0,109,22.37,2015,tinto
340,Pinot Noir *** 2014,Germany,Baden,Weingut Holger Koch,3.6,109,29.95,2014,tinto
341,Lemberger Trocken 2014,Germany,Württemberg,Grafen Neipperg,3.2,109,9.6,2014,tinto
342,Sestal 2014,Spain,Mallorca,Ses Talaioles,4.2,109,31.68,2014,tinto
343,Pomerol 2012,France,Pomerol,Château Gombaude-Guillot,4.1,109,68.81,2012,tinto
344,Priorat Cruor 2016,Spain,Priorat,Casa Gran del Siurana,4.1,109,20.99,2016,tinto
345,Domaine de la Madone Beaujolais Le Perréon 2018,France,Beaujolais,Jean-Marc Despres,3.7,109,8.67,2018,tinto
346,Saint-Estèphe 2016,France,Saint-Estèphe,Château Clauzet,3.8,109,24.75,2016,tinto
347,Valpolicella Superiore 2014,Italy,Valpolicella,Allegrini,3.7,1092,13.16,2014,tinto
348,The Scribbler Cabernet - Shiraz 2013,Australia,Barossa Valley,Yalumba,3.6,1093,20.76,2013,tinto
349,Boom Boom! Syrah 2016,United States,Columbia Valley,Charles Smith,3.5,1093,18.42,2016,tinto
350,Margaux (Grand Cru Classé) 2010,France,Margaux,Château Prieuré-Lichine,4.2,1094,79.0,2010,tinto
351,Crianza Tempranillo 2016,Spain,Rioja,Baigorri,3.8,1097,12.6,2016,tinto
352,Berola 2014,Spain,Campo de Borja,Borsao,3.9,1098,14.5,2014,tinto
353,Blaufränkisch 2017,Austria,Burgenland,Rosi Schuster,3.7,110,14.9,2017,tinto
354,Spätburgunder 2017,Germany,Ahr,Jean Stodden,3.5,110,12.4,2017,tinto
355,Brunello di Montalcino Riserva 2011,Italy,Brunello di Montalcino,Biondi-Santi,4.5,110,447.43,2011,tinto
356,Cabernet Sauvignon 2015,Argentina,Uco Valley,DiamAndes,3.8,110,16.99,2015,tinto
357,Italian Collection Tosca 2011,South Africa,Stellenbosch,Morgenster Estate,4.0,110,24.32,2011,tinto
358,Cabernet Sauvignon 2016,South Africa,Stellenbosch,Meerlust,4.1,110,21.34,2016,tinto
359,Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Clos des Jacobins,4.2,110,58.95,2005,tinto
360,Nero d'Avola 2018,Italy,Terre Siciliane,Fatascia,3.6,110,7.53,2018,tinto
361,Givry 2017,France,Givry,Joseph Drouhin,3.9,110,19.4,2017,tinto
362,Bordeaux Réserve Rouge 2015,France,Bordeaux,Château Rauzan Despagne,3.4,110,18.9,2015,tinto
363,Bricco Dei Merli Barbera d'Alba 2014,Italy,Barbera d'Alba,Elvio Cogno,3.6,110,19.95,2014,tinto
364,Bandol Rouge 2007,France,Bandol,Gros' Noré,3.9,110,59.0,2007,tinto
365,Teldeschi Vineyard Zinfandel 2016,United States,Dry Creek Valley,Ravenswood,4.0,110,33.95,2016,tinto
366,Ornato Barolo 2015,Italy,Barolo,Pio Cesare,4.2,110,81.97,2015,tinto
367,Colledilà Chianti Classico Gran Selezione 2016,Italy,Chianti Classico,Ricasoli,4.2,110,45.0,2016,tinto
368,Pomerol 2013,France,Pomerol,Château La Grave (Trigant de Boisset),3.8,110,31.2,2013,tinto
369,1921 Primitivo di Manduria Riserva 2012,Italy,Primitivo di Manduria,Varvaglione,4.1,110,39.9,2012,tinto
370,Martelo Reserva 2012,Spain,Rioja,Torre de Oña,4.0,110,28.41,2012,tinto
371,Rosso di Montepulciano Prugnolo 2017,Italy,Rosso di Montepulciano,Boscarelli,3.7,110,12.9,2017,tinto
372,Valley Oaks Cabernet Sauvignon 2016,United States,California,Fetzer,3.6,1102,11.19,2016,tinto
373,Saint-Julien (Grand Cru Classé) 2005,France,Saint-Julien,Château Branaire-Ducru,4.2,1103,88.95,2005,tinto
374,The Pundit 2016,United States,Columbia Valley,Tenet Wines,3.9,1104,27.99,2016,tinto
375,Pinot Noir 2016,United States,Los Carneros,Black Stallion,3.9,1105,34.32,2016,tinto
376,Don Maximiano Founder's Reserve 2015,Chile,Aconcagua Valley,Errazuriz,4.4,1106,83.6,2015,tinto
377,Marne 180 Amarone della Valpolicella 2015,Italy,Amarone della Valpolicella,Tedeschi,4.3,1106,31.9,2015,tinto
378,Chronicon Montepulciano d'Abruzzo 2013,Italy,Montepulciano d'Abruzzo,Cantina Zaccagnini,3.9,1106,11.95,2013,tinto
379,Emilien 2015,France,Côtes de Bordeaux,Château le Puy,4.0,1106,39.9,2015,tinto
380,Pinot Nero 2016,Italy,Südtirol - Alto Adige,Castel Sallegg,3.6,111,11.5,2016,tinto
381,Single Estate Red 2015,Portugal,Alentejano,Azamor,3.9,111,9.65,2015,tinto
382,Pinot Noir 2018,Austria,Neusiedlersee,Pittnauer,3.8,111,11.95,2018,tinto
383,Fronsac 2013,France,Fronsac,Château Moulin Haut-Laroque,3.8,111,17.5,2013,tinto
384,Pinot Noir 2018,Germany,Pfalz,Matthias Gaul,3.7,111,9.9,2018,tinto
385,Vürsù Barbaresco Gallina 2014,Italy,Barbaresco,La Spinetta,4.3,111,115.7,2014,tinto
386,Montesodi Toscana 2016,Italy,Toscana,Castello Nipozzano,4.2,111,44.57,2016,tinto
387,Colle Ambro Rosso Piceno 2017,Italy,Rosso Piceno,Garofoli,3.5,111,7.9,2017,tinto
388,AN/2 2018,Spain,Mallorca,Ànima Negra,4.1,111,19.99,2018,tinto
389,Oraison Côtes du Rhône 2016,France,Côtes-du-Rhône,Badet Clement,3.4,111,8.5,2016,tinto
390,Etna San Lorenzo Rosso 2017,Italy,Etna,Tenuta delle Terre Nere,4.2,111,39.9,2017,tinto
391,Negroamaro 2017,Italy,Puglia,A Mano,3.5,111,6.75,2017,tinto
392,Breg Rosso 2004,Italy,Venezia Giulia,Gravner,4.2,111,95.55,2004,tinto
393,Gigondas Le Claux 2011,France,Gigondas,Château de Saint Cosme,4.3,111,59.95,2011,tinto
394,Côtes du Rhône Villages Sablet 2012,France,Côtes-du-Rhône-Villages 'Sablet',Château du Trignon,3.8,111,10.67,2012,tinto
395,Paleo 2016,Italy,Toscana,Le Macchiole,4.5,111,92.05,2016,tinto
396,Dominio de Fontana Garnacha - Syrah 2017,Spain,Uclés,Bodegas Fontana,3.6,111,7.36,2017,tinto
397,Rosso di Montalcino 2017,Italy,Rosso di Montalcino,Casanova di Neri,4.0,111,20.9,2017,tinto
398,Carchelo (C) 2017,Spain,Jumilla,Carchelo,3.6,111,8.92,2017,tinto
399,Reserva Rioja (Finca Ygay) 2016,Spain,Rioja,Marqués de Murrieta,4.0,111,18.0,2016,tinto
400,Barrel Selection Cabernet Sauvignon 2018,Argentina,Uco Valley,Salentein,3.6,111,12.9,2018,tinto
401,Syrah 2016,South Africa,Stellenbosch,Zevenwacht,4.1,111,13.99,2016,tinto
402,Don Antonio Nero d'Avola (Riserva) 2016,Italy,Sicilia,Morgante,4.2,111,25.9,2016,tinto
403,Wunderwerk Spätburgunder 2014,Germany,Rheinhessen,Dreissigacker,3.8,111,27.0,2014,tinto
404,Clos d'Ora 2015,France,Minervois La Livinière,Gérard Bertrand,4.5,111,229.0,2015,tinto
405,Hommage à Jacques Perrin Châteauneuf-du-Pape 2016,France,Châteauneuf-du-Pape,Château de Beaucastel,4.6,111,515.0,2016,tinto
406,Director's Cut Zinfandel 2015,United States,Dry Creek Valley,Francis Ford Coppola,4.1,1110,32.5,2015,tinto
407,Reserva Ribera del Duero 2014,Spain,Ribera del Duero,Condado de Oriza,3.7,1111,14.52,2014,tinto
408,Amarone della Valpolicella Classico 2015,Italy,Amarone della Valpolicella Classico,Allegrini,4.3,1111,50.69,2015,tinto
409,Châteauneuf-du-Pape 2015,France,Châteauneuf-du-Pape,E. Guigal,4.1,1112,32.54,2015,tinto
410,Reserve Pinot Noir 2014,Argentina,Uco Valley,Salentein,3.8,1114,15.69,2014,tinto
411,Malbec 2018,Argentina,Mendoza,Argento,3.6,1117,9.99,2018,tinto
412,Rioja Reserva 2015,Spain,Rioja,Marqués de Riscal,4.1,11170,15.5,2015,tinto
413,Moulis-en-Médoc 2014,France,Moulis-en-Médoc,Château Chasse-Spleen,3.9,1118,43.77,2014,tinto
414,Plumbago Nero d'Avola Sicilia 2016,Italy,Sicilia,Planeta,3.6,1118,13.93,2016,tinto
415,Vigna Corvino Montepulciano d'Abruzzo 2018,Italy,Montepulciano d'Abruzzo,Contesa,3.8,112,6.32,2018,tinto
416,Cabernet Sauvignon 2016,Romania,Samburesti,Castel Bolovanu,3.3,112,7.9,2016,tinto
417,Códice 2017,Spain,Castilla y León,Dominio de Eguren,3.5,112,5.75,2017,tinto
418,Pinot Noir 2018,South Africa,Walker Bay,Creation,3.9,112,18.99,2018,tinto
419,Aigle Les Murailles Rouge 2015,Switzerland,Aigle,Henri Badoux,3.7,112,23.17,2015,tinto
420,Big G 2015,South Africa,Franschhoek,Holden Manz,4.2,112,23.9,2015,tinto
421,Barbera d'Alba Aves 2018,Italy,Barbera d'Alba,Comm. G.B. Burlotto,4.0,112,24.0,2018,tinto
422,Chinon Rouge 2015,France,Chinon,Domaine Gouron,3.5,112,8.75,2015,tinto
423,Bardolino 2016,Italy,Bardolino,Corte Giara,3.5,112,5.9,2016,tinto
424,Provident Shiraz 2016,Australia,Barossa Valley,Soul Growers,3.6,112,24.37,2016,tinto
425,Perdixi 2013,Italy,Isola dei Nuraghi,Olianas,3.7,112,19.5,2013,tinto
426,Puisseguin Saint-Émilion 2013,France,Puisseguin-Saint-Émilion,Château Moulin de Curat,3.4,112,10.75,2013,tinto
427,Pissarres 2017,Spain,Priorat,Costers del Priorat,4.0,112,12.85,2017,tinto
428,Arcidiavolo 2008,Italy,Toscana,Teruzzi & Puthod,4.2,112,17.45,2008,tinto
429,Colheita Alentejano Tinto 2015,Portugal,Alentejano,Monte Cascas,3.6,112,9.65,2015,tinto
430,Malbec 2013,Argentina,Uco Valley,DiamAndes,3.6,1122,16.56,2013,tinto
431,Bordeaux Rouge 2014,France,Bordeaux,Baron Philippe de Rothschild,3.2,1123,7.95,2014,tinto
432,Pauillac (Grand Cru Classé) 2011,France,Pauillac,Château Pichon Baron,4.4,1125,139.0,2011,tinto
433,Pauillac (Grand Cru Classé) 2011,France,Pauillac,Château Grand-Puy-Lacoste,4.2,1125,76.95,2011,tinto
434,Selvarossa Riserva 2014,Italy,Salice Salentino,Cantine due Palme,4.0,1125,14.95,2014,tinto
435,Rocca Guicciarda Chianti Classico Riserva 2016,Italy,Chianti Classico,Ricasoli,3.7,1129,13.79,2016,tinto
436,Diamond Collection Malbec (Celestial Blue Label) 2017,United States,Napa Valley,Francis Ford Coppola,3.6,113,26.31,2017,tinto
437,Rioja Tempranillo Elaboración Especial 2017,Spain,Rioja,Beronia,3.7,113,11.99,2017,tinto
438,Pomerol 2015,France,Pomerol,Château Moulinet-Lasserre,4.1,113,46.79,2015,tinto
439,1300 Merlot 2016,Argentina,Tupungato,Andeluna,3.3,113,7.7,2016,tinto
440,Tradition Spätburgunder 2017,Germany,Franken,Rudolf Fürst,3.8,113,16.9,2017,tinto
441,Nebbiolo Langhe 2018,Italy,Langhe,Giacomo Fenocchio,3.7,113,16.9,2018,tinto
442,Pinot Noir 2016,United States,California,Spellbound,3.6,113,14.49,2016,tinto
443,Tenuta Belguardo 2015,Italy,Maremma Toscana,Mazzei,3.8,113,49.0,2015,tinto
444,Kalkmergel Spätburgunder 2014,Germany,Pfalz,Knipser,3.8,113,23.38,2014,tinto
445,Merlot 2015,Italy,Südtirol - Alto Adige,Alois Lageder,3.7,113,17.79,2015,tinto
446,Châteauneuf-du-Pape 2017,France,Châteauneuf-du-Pape,Clos des Papes (Paul Avril),4.2,113,86.76,2017,tinto
447,Chianti Classico 2016,Italy,Chianti Classico,Monte Guelfo,3.4,113,8.29,2016,tinto
448,Valdehermoso Crianza 2016,Spain,Ribera del Duero,Valderiz,3.7,113,13.5,2016,tinto
449,Bel Noce Primitivo 2017,Italy,Salento,Cantina Rosa del Golfo,4.2,113,9.78,2017,tinto
450,Moulin des Costes Bandol Rouge 2011,France,Bandol,Domaines Bunan,3.7,113,115.0,2011,tinto
451,Sapaio Bolgheri Superiore 2016,Italy,Bolgheri Superiore,Podere Sapaio,4.2,113,54.81,2016,tinto
452,Rosso di Montalcino 2015,Italy,Rosso di Montalcino,Poggio Landi,3.7,113,13.5,2015,tinto
453,Côtes du Rhône 2016,France,Côtes-du-Rhône,Rocca Maura,3.4,113,7.5,2016,tinto
454,Filo di Seta Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Castello Romitorio,4.3,113,52.87,2012,tinto
455,Saint-Émilion Grand Cru 2011,France,Saint-Émilion Grand Cru,Clos Dubreuil,4.1,113,63.2,2011,tinto
456,Quinta Generation (5th) 2016,Chile,Colchagua Valley,Casa Silva,4.2,113,20.42,2016,tinto
457,Cuvée X 2015,Germany,Pfalz,Knipser,4.1,113,40.65,2015,tinto
458,Pauillac (Grand Cru Classé) 2017,France,Pauillac,Château Pichon Longueville Comtesse de Lalande,4.4,113,154.99,2017,tinto
459,Bachgart Blauburgunder 2015,Italy,Südtirol - Alto Adige,Klaus Lentsch,3.8,113,42.9,2015,tinto
460,Priorat 2017,Spain,Priorat,Clos Mogador,4.5,113,77.01,2017,tinto
461,Hillside Select Cabernet Sauvignon 2015,United States,Stags Leap District,Shafer,4.6,113,378.98,2015,tinto
462,Bernoota Shiraz - Cabernet 2016,Australia,Langhorne Creek,Lake Breeze Wines,3.9,113,20.75,2016,tinto
463,Reserva Carmenère 2018,Chile,Colchagua Valley,Caliterra,3.6,113,6.33,2018,tinto
464,Small Hill Red 2017,Austria,Burgenland,Leo Hillinger,3.6,113,9.17,2017,tinto
465,Margaux (Grand Cru Classé) 2011,France,Margaux,Château Lascombes,4.2,1131,89.0,2011,tinto
466,Merlot 2016,United States,Columbia Valley,Columbia Winery,3.7,1132,14.84,2016,tinto
467,Pessac-Léognan (Grand Cru Classé de Graves) 2006,France,Pessac-Léognan,Château Pape Clément,4.4,1132,129.0,2006,tinto
468,Conde de Valdemar Gran Reserva 2010,Spain,Rioja,Bodegas Valdemar,4.0,1134,18.79,2010,tinto
469,Syrah 2017,Italy,Terre Siciliane,Cusumano,3.8,1134,7.9,2017,tinto
470,Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Tenute Silvio Nardi,4.1,1136,38.3,2012,tinto
471,Ganadero 2017,Spain,Méntrida,Canopy,3.6,114,7.45,2017,tinto
472,AS Ladieras 2015,Spain,Campo de Borja,Cuevas de Arom,3.8,114,19.24,2015,tinto
473,Bin 3 Merlot - Cabernet Sauvignon 2016,South Africa,Stellenbosch,Kaapzicht,3.8,114,13.8,2016,tinto
474,Gimblett Gravels Le Sol 2015,New Zealand,Gimblett Gravels,Craggy Range,4.3,114,85.27,2015,tinto
475,Pomerol 2016,France,Pomerol,Château La Renaissance,4.1,114,24.27,2016,tinto
476,Memorious Pinot Noir 2015,United States,Sta. Rita Hills,Domaine de la Côte,4.2,114,54.0,2015,tinto
477,Baron Nathaniel Pauillac 2016,France,Pauillac,Baron Philippe de Rothschild,4.2,114,28.08,2016,tinto
478,Saga Médoc 2016,France,Médoc,Barons de Rothschild (Lafite),3.5,114,10.65,2016,tinto
479,Haut-Médoc 2014,France,Haut-Médoc,Château Haut-Bellevue,3.8,114,13.15,2014,tinto
480,Cenit 2012,Chile,Colchagua Valley,Caliterra,4.3,114,38.94,2012,tinto
481,Maldoror 2005,France,Côtes de Bourg,Château Fougas,3.7,114,43.95,2005,tinto
482,Cuvée Juveniles 2017,Australia,Barossa,Torbreck,3.9,114,24.75,2017,tinto
483,Cabernet Veneto 2016,Italy,Veneto,Torresella,3.3,114,6.77,2016,tinto
484,Pessac-Léognan (Grand Cru Classé de Graves) 2017,France,Pessac-Léognan,Domaine de Chevalier,4.1,114,77.01,2017,tinto
485,Purosangue Morellino di Scansano Sangiovese Riserva 2016,Italy,Morellino di Scansano,Terenzi,3.8,114,25.26,2016,tinto
486,Colline Côtes du Rhône Rouge 2018,France,Côtes-du-Rhône,La Cabotte,3.7,114,8.98,2018,tinto
487,Estate Perigee (Seven Hills Vineyard) 2013,United States,Walla Walla Valley,L'Ecole No 41,4.3,114,49.5,2013,tinto
488,Pinot Noir Bourgogne 2018,France,Bourgogne,Terres Dorées,3.9,114,16.9,2018,tinto
489,Frauenfeld St. Laurent 2015,Austria,Thermenregion,Johanneshof Reinisch,4.1,114,19.35,2015,tinto
490,Signature Malbec 2017,Argentina,Lujan de Cuyo,Susana Balbo,3.9,1143,24.75,2017,tinto
491,Crozes-Hermitage Les Jalets 2016,France,Crozes-Hermitage,Paul Jaboulet Aîné,3.7,1143,19.39,2016,tinto
